SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,3390.00,3390.00,3347.65,3373.05,3370.00,3372.80,694,3361,11326737.00,
500003,AEGIS LOGIS ,A ,Q,375.95,405.00,375.95,400.55,400.55,375.95,3810,71685,28321519.00,
500008,AMAR RAJA BA,A ,Q,585.05,588.50,579.75,581.05,581.20,587.60,656,12309,7178859.00,
500009,A.SARABHAI  ,X ,Q,21.99,22.98,20.56,22.15,22.15,21.08,339,120470,2667969.00,
500010,HDFC        ,A ,Q,2625.25,2709.90,2618.30,2705.50,2705.05,2627.10,5384,64920,174333096.00,
500012,ANDHRA PETRO,X ,Q,61.80,68.75,61.50,65.66,65.66,58.83,3716,633075,41366837.00,
500014,UTIQUE      ,X ,Q,4.90,4.99,4.71,4.88,4.88,4.60,123,34792,169323.00,
500016,ARUNAHTEL   ,X ,Q,13.76,14.00,12.28,12.69,12.69,13.50,56,3172,43343.00,
500020,BOM DYEING  ,B ,Q,60.26,65.45,60.20,65.01,65.00,60.12,1540,157767,9932142.00,
500023,ASIANHOTNR  ,B ,Q,137.30,137.30,137.30,137.30,137.30,124.85,51,4073,559222.00,
500027,ATUL LTD.   ,A ,Q,6923.00,6970.00,6882.55,6934.80,6919.45,6920.05,396,948,6574238.00,
500028,ATV PROJECTS,XT,Q,7.58,7.61,7.35,7.59,7.57,7.25,49,14937,111907.00,
500031,BAJAJ ELECT.,A ,Q,1059.95,1059.95,1042.60,1047.85,1047.85,1048.55,422,3219,3383760.00,
500032,BAJAJHIND   ,A ,Q,13.50,13.66,13.23,13.38,13.38,13.34,1624,1102819,14804123.00,
500033,FORCE MOTR  ,B ,Q,1235.00,1280.00,1235.00,1262.95,1269.00,1230.65,434,1841,2314808.00,
500034,BAJFINANCE  ,A ,Q,5805.00,5946.00,5743.05,5765.65,5765.65,5713.00,8864,61431,358900122.00,
500038,BALRAM.CHINI,A ,Q,410.70,414.70,406.35,409.05,409.05,407.10,4511,206065,84430349.00,
500039,BANCO PROD. ,B ,Q,224.50,232.65,224.50,230.65,228.05,224.65,633,8470,1945526.00,
500040,CENTURY TEXT,A ,Q,658.75,658.75,641.00,644.75,644.75,655.65,451,2911,1882085.00,
500041,BANNARI AMAN,B ,Q,2745.50,2770.00,2743.65,2757.50,2770.00,2753.15,22,34,93617.00,
500042,BASF INDIA  ,A ,Q,2271.10,2326.45,2264.30,2310.75,2307.05,2267.95,186,539,1243462.00,
500043,BATA INDIA  ,A ,Q,1437.95,1441.15,1423.10,1431.25,1429.50,1431.80,1645,13478,19325445.00,
500048,BEML LTD    ,A ,Q,1265.00,1291.55,1260.00,1279.55,1277.00,1261.85,431,3772,4825811.00,
500049,BHARAT ELECT,A ,Q,95.60,98.48,95.30,98.22,98.22,96.66,8776,1183465,115082611.00,
500052,BHANSALI ENG,A ,Q,100.15,102.30,100.15,100.54,100.71,101.84,318,24646,2500907.00,
500058,BIHAR SPONGE,XT,Q,8.36,8.68,8.16,8.47,8.47,8.36,42,3293,27543.00,
500059,BINANI IND. ,B ,Q,25.58,26.75,25.58,25.58,25.58,26.92,314,89619,2305105.00,
500060,BIRLACABLE  ,B ,Q,128.10,131.65,127.50,130.00,129.95,126.10,159,1744,225766.00,
500067,BLUE STAR   ,A ,Q,1386.70,1440.30,1386.70,1434.80,1440.00,1386.65,464,2532,3606141.00,
500068,DISA INDIA  ,B ,Q,7987.65,7987.75,7924.65,7956.45,7953.00,7924.65,18,57,453416.00,
500069,QUESTCAP    ,X ,Q,231.00,231.00,220.10,228.80,220.55,223.05,9,339,77437.00,
500074,BPL LTD.    ,B ,Q,53.20,58.00,53.11,56.68,56.20,52.94,164,6707,373567.00,
500078,OAL         ,B ,Q,354.00,375.65,353.95,371.75,372.85,354.45,139,1367,500483.00,
500083,CENTURY EXT ,B ,Q,8.50,8.95,8.43,8.90,8.90,8.72,185,40948,358454.00,
500084,CESC LTD.   ,A ,Q,68.10,69.70,67.97,69.28,69.28,68.10,1340,109870,7580437.00,
500085,CHAMBAL FERT,A ,Q,271.95,273.55,267.40,272.50,273.00,271.90,1358,75256,20338571.00,
500086,EXIDE IND.  ,A ,Q,180.90,181.40,178.50,180.55,180.55,180.25,1005,34982,6291740.00,
500087,CIPLA LTD.  ,A ,Q,889.00,897.50,885.65,895.65,895.65,891.50,3303,53772,47971197.00,
500089,DIC INDIA   ,B ,Q,376.50,395.45,375.95,393.15,394.00,382.00,83,1433,547460.00,
500092,CRISIL LTD  ,A ,Q,3216.50,3301.20,3204.90,3266.40,3240.00,3216.20,486,1807,5865501.00,
500093,CGPOWER     ,A ,Q,295.80,296.80,289.10,290.55,290.55,296.10,1735,57040,16660288.00,
