SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1878.30,1950.00,1833.00,1862.50,1873.40,1841.80,2270,20512,38695696.00,
500003,AEGIS LOGIS ,A ,Q,220.00,220.00,213.35,215.65,215.65,217.05,1308,40297,8700768.00,
500008,AMAR RAJA BA,A ,Q,704.00,706.00,697.80,699.60,699.60,699.80,1340,31525,22124538.00,
500009,A.SARABHAI  ,X ,Q,29.70,30.15,29.40,29.90,30.10,29.90,504,87942,2632113.00,
500010,HDFC        ,A ,Q,2915.00,2947.40,2903.00,2915.95,2915.95,2911.55,5244,108237,317372233.00,
500012,ANDHRA PETRO,XT,Q,135.00,141.35,135.00,141.35,141.35,134.65,790,117018,16449268.00,
500013,ANSAL INFRAS,B ,Q,13.45,13.92,12.87,12.97,12.97,12.93,319,78251,1040099.00,
500014,UTIQUE      ,X ,Q,3.60,3.84,3.40,3.70,3.61,3.53,258,74908,272504.00,
500016,ARUNAHTEL   ,XT,Q,16.70,16.70,15.20,16.70,16.70,15.95,113,7953,131015.00,
500020,BOM DYEING  ,A ,Q,96.50,99.40,96.10,97.35,97.35,96.15,3852,623583,60952320.00,
500023,ASIANHOTNR  ,B ,Q,87.50,89.80,87.00,88.15,88.60,84.95,28,242,21276.00,
500027,ATUL LTD.   ,A ,Q,9700.00,9853.15,9602.00,9659.95,9659.95,9683.00,1004,1463,14228024.00,
500028,ATV PROJECTS,XT,Q,10.80,10.80,10.25,10.55,10.55,10.30,37,9032,95342.00,
500031,BAJAJ ELECT.,A ,Q,1174.95,1181.00,1121.40,1129.55,1129.55,1148.20,2821,23001,26444621.00,
500032,BAJAJHIND   ,A ,Q,14.30,14.30,13.80,13.85,13.85,14.20,2143,939334,13130378.00,
500033,FORCE MOTR  ,A ,Q,1480.05,1482.20,1442.75,1451.25,1464.15,1473.45,429,2100,3069082.00,
500034,BAJFINANCE  ,A ,Q,7904.00,7919.25,7460.00,7480.35,7480.35,7849.15,13833,81090,614524004.00,
500038,BALRAM.CHINI,A ,Q,332.65,334.50,324.20,327.05,327.05,332.65,3916,135654,44548160.00,
500039,BANCO PROD. ,B ,Q,186.00,191.95,185.50,186.55,186.55,186.25,391,7668,1450681.00,
500040,CENTURY TEXT,A ,Q,816.00,823.00,795.25,800.60,800.60,811.00,1213,14919,12101602.00,
500041,BANNARI AMAN,A ,Q,2244.80,2329.85,2244.80,2253.15,2247.20,2221.75,32,309,697347.00,
500042,BASF INDIA  ,A ,Q,3320.00,3374.90,3266.45,3302.70,3302.75,3302.20,657,2290,7570697.00,
500043,BATA INDIA  ,A ,Q,1990.05,2024.75,1981.15,1993.85,1988.80,1988.85,1336,16998,34037681.00,
500048,BEML LTD    ,A ,Q,1603.30,1638.55,1603.30,1621.00,1621.00,1599.90,1187,12883,20859484.00,
500049,BHARAT ELECT,A ,Q,207.00,209.70,206.10,207.05,207.05,206.10,1843,132995,27642145.00,
500052,BHANSALI ENG,A ,Q,184.85,184.85,180.40,181.70,181.70,181.50,1970,121551,22173790.00,
500055,TATASTLBSL  ,T ,Q,89.00,89.00,87.50,87.65,87.65,88.70,3025,364405,32181119.00,
500058,BIHAR SPONGE,XT,Q,9.45,9.83,8.96,9.67,9.83,9.37,152,23061,223274.00,
500060,BIRLACABLE  ,B ,Q,83.35,86.80,83.35,86.80,86.80,82.70,60,4593,397001.00,
500067,BLUE STAR   ,A ,Q,935.00,952.85,921.60,942.15,943.65,928.50,792,7029,6584923.00,
500068,DISA INDIA  ,X ,Q,5294.00,5294.00,4922.00,5038.35,5059.95,4940.05,51,608,3078301.00,
500069,BNK CAPITAL ,X ,Q,327.60,328.75,318.20,328.00,328.00,313.10,82,2081,677579.00,
500074,BPL LTD.    ,T ,Q,95.95,105.95,95.95,105.95,105.95,100.95,629,161422,16112610.00,
500078,OAL         ,B ,Q,790.00,809.15,769.10,795.20,793.00,830.60,2238,13004,10235460.00,
500083,CENTURY EXT ,B ,Q,9.75,9.75,8.96,9.00,9.00,9.01,46,10451,94113.00,
500084,CESC LTD.   ,A ,Q,93.70,93.70,89.90,90.15,90.15,91.80,1385,384498,35275026.00,
500085,CHAMBAL FERT,A ,Q,336.80,348.50,336.10,342.90,343.20,336.75,1971,73575,25315544.00,
500086,EXIDE IND.  ,A ,Q,177.00,177.80,176.05,176.40,176.40,176.60,1303,92447,16376462.00,
500087,CIPLA LTD.  ,A ,Q,920.00,926.50,903.05,922.55,920.85,907.30,4074,107298,98598476.00,
500089,DIC INDIA   ,B ,Q,439.10,460.95,438.65,441.30,441.30,433.45,40,262,116145.00,
500092,CRISIL LTD  ,A ,Q,2801.05,2902.50,2801.05,2820.45,2838.05,2841.80,549,1210,3452198.00,
500093,CGPOWER     ,T ,Q,154.70,157.65,151.05,157.65,157.65,150.15,1050,151191,23774212.00,
500096,DABUR (I)   ,A ,Q,587.25,597.60,584.30,591.45,591.45,581.25,2326,69830,41297520.00,
500097,DALMIASUG   ,A ,Q,450.00,450.00,413.00,413.70,413.00,426.00,504,4181,1758300.00,
500101,ARVIND Ltd  ,A ,Q,137.45,138.90,127.70,130.60,130.60,136.95,10003,1010549,134683079.00,
500102,BALARPUR IND,Z ,Q,1.22,1.22,1.16,1.19,1.19,1.17,491,1396208,1665524.00,
500103,BHEL        ,A ,Q,71.80,73.15,70.30,70.80,70.80,71.65,7853,3041602,218932548.00,
500104,HIND.PETRO  ,A ,Q,332.45,339.50,331.45,333.65,333.65,332.45,3538,215827,72653086.00,
500106,IFCI LTD    ,A ,Q,12.75,12.89,12.27,12.54,12.54,12.64,8686,651810,8220383.00,
500108,MAHA.TELE   ,B ,Q,17.90,18.05,17.70,17.80,17.80,17.80,571,131855,2354454.00,
500109,MRPL        ,A ,Q,51.05,52.40,50.65,52.00,51.95,51.65,1780,322105,16644073.00,
500110,CHENNAI PET.,A ,Q,135.85,135.85,130.80,131.35,132.05,133.90,987,57427,7615188.00,
500111,REL.CAP.    ,T ,Q,19.60,19.90,19.00,19.30,19.30,19.35,639,132719,2578786.00,
500112,STATE BANK  ,A ,Q,513.00,526.70,512.15,519.15,519.15,512.60,24184,1415276,737237741.00,
500113,STEEL AUTH. ,A ,Q,121.00,121.55,116.45,117.00,117.00,119.85,11896,3525226,420741553.00,
500114,TITAN       ,A ,Q,2475.00,2482.10,2452.45,2460.35,2460.35,2456.80,6011,52676,129748283.00,
500116,IDBI BANK L ,A ,Q,53.45,54.50,53.10,53.25,53.25,53.40,3952,1283148,68818326.00,
500117,DCW LTD.    ,T ,Q,47.95,48.80,47.50,47.85,47.85,47.35,339,55884,2693556.00,
